hash,train_image_ids,train_labels,train_azimuths,test_image_ids,test_azimuths,azimuth_same,circular_azimuth_difference
31d85e7e9af6b5a391bf789f5184553c3fbc1fdd78e256ec32420dd485dd39f2,train_03421.png,1,146.83,eval_00700.png,129.95,False,16.880000000000024
322da6426c7570bdb9e5f768ad20154cc4e4f7f45cadd8483ca2f5023eeae197,train_03105.png,0,328.75,eval_00051.png,315.41,False,13.339999999999975
32353640e10fcee7752bddcecc6634894469e0a4f47a511ec62395412af91d37,train_05520.png,1,211.93,eval_00524.png,118.88,False,93.05000000000001
323a5b17cc8c4eb6b7b5a6b1c8318c636749a281f56154d0a6f84d24ca6ca4a1,train_03022.png,1,19.94,eval_00648.png,164.53,False,144.59
324525404080b5ab77e57260e8f0e0e9b31e866f4c1c20e4fad80777b6bca1b2,train_04364.png,1,175.76,eval_01197.png,159.49,False,16.269999999999982
3297754b97d73bdbe603ffb2871e8426c5213440d66471a71c1ef24d5b9b891a,train_06578.png,0,355.69,eval_00117.png,245.21,False,110.47999999999999
32fefde7cea258687a7c559ceae63576fd12354581c0f292729f30c7b5048958,train_04113.png,0,346.38,eval_01231.png,119.02,False,132.64
33547632a7cc43e744d795e517f810e7094cdc7004c65098285be8b6631fe15a,train_02241.png,1,309.31,eval_00144.png,130.39,False,178.92000000000002
33791e9b84f9587d29c77de16817cdb235a380968a128294257c950b21669b5b,train_07246.png,1,240.82,eval_00952.png,98.88,False,141.94
3394527cc7e5624d8f98fa225bc8bba6d91a16f798da5071f268a756f44e97d9,train_01952.png,1,181.66,eval_00527.png,161.04,False,20.620000000000005
33bb8a36378db67bb39d6e0eafa711bf9ab2bf286463f4aa95992d2c5290cc44,train_02180.png,0,327.04,eval_00311.png,207.26,False,119.78000000000003
33d33762439016ea356946093a1c99f87a64b8d7c7b310192421295ea975b490,train_03765.png,1,345.31,eval_01338.png,132.00,False,146.69
33da6a7e7f39eed1e2b0ca9356365f4f4e971430d4766e0e89efb9ae64e7e251,train_00759.png,1,5.57,eval_01983.png,111.73,False,106.16
33f46f7869fe5c1c66529f1122e888cfaaffde66378dc69421bcf4c971d13248,train_00635.png,1,128.24,eval_00149.png,96.68,False,31.560000000000002
3443968d0a3356997a09ccd98d43e3d5262f2e5eb520d5b4ac2b7764106bd0eb,train_04003.png,1,98.25,eval_00601.png,163.88,False,65.63
344f858c64c853d721297e87dc941aa3fcd4abf88d329da0ca0757d65237733f,train_01873.png,0,275.87,eval_00702.png,266.19,False,9.680000000000007
34eab4d158c234585e034c99c0f718208e77ac04088e0a6016ece6d53e47949a,train_05617.png,1,105.06,eval_00223.png,171.66,False,66.6
350b9bcc73094473092f3b7dc9ac9a04df96c3a545c6bf2bc5d75e2dc8e1b24e,train_01694.png,1,130.34,eval_00718.png,101.76,False,28.58
354e95580d7a6370a60519b7c6d41dbd6486a4dfdb23f22c6b6749ccac818d5e,train_02454.png,1,139.64,eval_01043.png,161.44,False,21.80000000000001
3556fbb518360b91f889156418422f456f9831196a5ddae2af82b75e6af7cab4,train_00538.png,1,286.91,eval_00703.png,102.42,False,175.51
356e682bf6beb92748ed0aaf93d29d09ab7b2cd13d625408f619de8f84c04c8e,train_06969.png,0,346.55,eval_01677.png,211.84,False,134.71
361d7eae0d16a2320fd3f546f785f2ff244061f5b699bb11ba83614d48ba2900,train_07768.png,1,162.22,eval_00901.png,154.74,False,7.47999999999999
36644f3582ae8f74bdaa5cd17223cc0f12c8efe7d81141b2e9fb010571838ecb,train_05118.png,1,61.10,eval_01431.png,126.29,False,65.19
36994f7b823509788606b0d3365e521d9111027cb309a69d159d991cdc383013,train_00571.png,1,344.56,eval_01612.png,90.65,False,106.09
36b80ef69904c0999f9c134af5b4ccf0d3c2fc36f7ef04f2e444a4269a451f3f,train_05749.png,0,353.69,eval_00706.png,259.14,False,94.55000000000001
36c0fcc6c10d3181509d8b70b31397912395a75810f5a705b374bf95da34f0bb,train_05377.png,0,45.90,eval_00658.png,309.73,False,96.16999999999996
370b367222f9b03fd6460fe320abfc3f9eec7c6b965857ef33c675ff11d5948d,train_04358.png,1,322.93,eval_01093.png,131.93,False,169.0
37958fe74b80b40118a23bd13394491142dfd683b54f71f5e8d75a4a21a425c3,train_04251.png,1,189.63,eval_01386.png,155.24,False,34.389999999999986
37fd89c2fa2b31286426ef23bbd392f919698f7d0ea34e6165aa0417d7ec04bf,train_02153.png,1,18.59,eval_00395.png,138.10,False,119.50999999999999
37fe87661c9e1a46f71079cca647d1076a4edfea5a1173712a24884caddfb51b,train_05457.png,1,352.60,eval_01734.png,138.18,False,145.57999999999998
38038b042b9c94ed44e6948e1d2f75cf4c5af220aaa346e4d08fe85869a5ed47,train_07558.png,1,330.95,eval_01135.png,95.19,False,124.24000000000001
381b0d01820f05913787b146ecffeb590ad42f7211bc33f18c0bbd8bd550737a,train_05541.png,1,108.34,eval_00254.png,176.19,False,67.85
38c6056797be2352af0bbbc16ada2869d422de1131760d29757fe3122171cd0d,train_07821.png,1,107.16,eval_00970.png,170.56,False,63.400000000000006
38d03e2f693165e6c3945b6d7233703643f03ebaa6cf37596cc4798210829f86,train_00863.png,1,218.78,eval_01430.png,104.22,False,114.56
391cc8355ab207f7d578e7f561163e9caee2297f189f34d2e9b2d5e32282cbba,train_02865.png,1,216.49,eval_00382.png,154.78,False,61.71000000000001
39eb6245f12a1e5de642fb82a63a2bbd579197afe39be8627e50c92b0a35f121,train_07322.png,1,44.53,eval_01931.png,173.06,False,128.53
3a04c4e192a29089926e1b1cd74887dc11d470355f39c3190de327ae46094338,train_05570.png,1,288.92,eval_01234.png,120.26,False,168.66000000000003
3a0b635c6efaddf469902e77810469228fe467d1979dd1a4e4e81b1ec31e8f64,train_04656.png,0,341.53,eval_01828.png,303.55,False,37.97999999999996
3a3d2d97666b765c804e3fc12ba1eacef3dd89e47af8d743fb07cf2a0d3405e9,train_02645.png,0,31.63,eval_01647.png,288.82,False,102.81
3a49c0a26557eb6f9f8a4367efa597743147be400de40777280538bfbd4e9f4c,train_02319.png,1,121.31,eval_01875.png,107.10,False,14.210000000000008
3a99074f6e3c361e53eac8723d4ea74d91dcb4afe137545dc78fe2bfb73e8983,train_03390.png,1,345.60,eval_00422.png,168.76,False,176.84000000000003
3b4c06d4f5a331712ad67060d7b099c09e642e6d6084c4d80675d509c9d2fa1b,train_00537.png,0,328.53,eval_01891.png,351.07,False,22.54000000000002
3b9c4af61b6f0f19786d63fa86924a9d1383d2fce71ed99ba06dac57532fda5a,train_07144.png,1,67.95,eval_01230.png,95.44,False,27.489999999999995
3bfdc6ad795f2819a932c666c8b4199699c98bf46cc192cc7c94b8cfa245cfe0,train_03407.png,0,320.49,eval_00433.png,245.22,False,75.27000000000001
3c0a7f13d5de64c38085d8b48676aa39b68d95298cf072d8590e8d29dace0341,train_04992.png,0,241.48,eval_01739.png,298.78,False,57.29999999999998
3c26bfa8f2c2c1e92644e434bd3b88e4e23d86799e29e5c404e3ff6512057b30,train_00859.png,1,329.38,eval_01220.png,128.81,False,159.43
3c7b24d18f591bf37d7799e991ccc6b98b417cf16f23f2065a2eb754f2b52ea8,train_03868.png,1,130.24,eval_00719.png,175.33,False,45.09
3cc28d36112fc6ecc417cc3e6260e52f938009320af05040c11a231973cf3fbe,train_03624.png,0,300.90,eval_00224.png,264.95,False,35.94999999999999
3d02c05928130ea7ec39792accfcd186069dec9bb082d092d122d541c1ecfaff,train_06920.png,1,24.13,eval_00150.png,153.90,False,129.77
3d14f2ceff864405690f1b037529e57dfdb99d69e8f7a3580ae327da198ceff9,train_05495.png,1,299.30,eval_00134.png,119.88,False,179.42000000000002
3d98d6fb038a9dde6ac22e39cc020364d56dae98b6b6e1e21aacdb7304349de5,train_03649.png,0,347.97,eval_01635.png,274.25,False,73.72000000000003
3dbb7698df027207408f7c004bc34ecfbfda93e6d772c056fcbae2387586dec7,train_02950.png,1,290.20,eval_01246.png,112.65,False,177.54999999999998
3dc5ae98034e310e3b733895eda757aaf0efa4c717d5679b86658d06f332e830,train_03385.png,1,160.51,eval_00797.png,101.69,False,58.81999999999999
3e167cd518c34580833e843047d9309953816c585de58527d4a24a4f78bf96c5,train_01769.png,0,287.39,eval_00279.png,200.93,False,86.45999999999998
3e4248a2f774619ddd081e234a1cd2e890f9b209d634106ee5fe8d9cb526c4c2,train_00003.png,1,172.66,eval_00629.png,98.96,False,73.7
3e4aa752cd0c72c7c087ce125cdb9aef1fc3c73483affd8cf878c95c8f71e862,train_01262.png,0,210.14,eval_00562.png,69.33,False,140.81
3e5055d8c9d6f1cc680feb4ce059f8ef45cad26e78cdd5bc657a2d488ae87c9d,train_07814.png,0,329.19,eval_01409.png,244.36,False,84.82999999999998
3e569a1db99bb56ed79896f3dec1e8263e5752d93713b1a1f45593037c5ccafb,train_03977.png,0,337.09,eval_01114.png,256.65,False,80.44
3ea503fbc5465d80c393dd73e7e6486914888270f115e59c3ab726ea8002a2cb,train_04676.png,1,181.28,eval_00302.png,162.19,False,19.090000000000003
40d9587d9472ad4ce716e98637f4b81afc2d5c8b39eace0ac296388c1ff8739e,train_07424.png,1,59.91,eval_00400.png,157.49,False,97.58000000000001
411e35dac528ebb46e96a9a11a4bb6f69b6cc9b20ae839cafee8529d9c5fe319,train_03069.png,1,250.06,eval_00489.png,92.17,False,157.89
4147798cb44e2cc40f49cf7b166b5395cca548f8399ead26783526ff010f73fa,train_05737.png,0,356.82,eval_01461.png,200.45,False,156.37
4179dcb9e0d421baf10df8fcd74b2d3aa7dbe229262ec0fc4966f0322a5791eb,train_01549.png,0,300.78,eval_00327.png,352.70,False,51.920000000000016
4197219d35feec68c3b63def624f71261b8e2084924b66020dbf861759e5d618,train_04499.png,0,312.52,eval_00816.png,46.00,False,93.48000000000002
4208fa51fbc103625c6758caa65e1fb0e289bcf5df3a628b4c239945ebebef7f,train_06413.png,1,340.27,eval_00473.png,147.97,False,167.70000000000002
420d279b9ca713744c46a4c894e2375ccfb09396add0ed545952cb01a91d2d87,train_06964.png,1,195.46,eval_01533.png,171.77,False,23.689999999999998
424553805fd8f48800683418b742701767f49f179bc7a8205fb600ef6ebe4514,train_00825.png,1,99.86,eval_01477.png,104.00,False,4.140000000000001
42609377c91ef97b9ca7df341446eb4c5b64d3db67cd12287cc444cbabf4cccb,train_06063.png,0,28.86,eval_01425.png,66.94,False,38.08
42a5048b0354d07206631ab3bdd058bc6c7f044a46a71433dd7c7e306d121bc6,train_05354.png,1,5.58,eval_00345.png,130.87,False,125.29
4343f8d3839c2f7097e2b9a343f9f6b379531be31a1f832b3979e2b9bc3bacff,train_04753.png,1,284.04,eval_00810.png,139.25,False,144.79000000000002
436e23fd5e3ec81d60258014d7150eeb1a7b6bac79d0936ae4b29c4b7cf1e8c7,train_05476.png,1,127.61,eval_00589.png,161.34,False,33.730000000000004
43a46c45714c710806d3a460f3b04fbb943fb0478f613a650f4e5ba3bd4fbfae,train_00431.png,1,79.56,eval_01706.png,161.43,False,81.87
43ac359e5c67090005e3e14ab451b44ff638bc41f965496adc2b5f5fd37411e4,train_05802.png,1,294.11,eval_00733.png,167.13,False,126.98000000000002
43d37f69a18e3fa17f0e7bc6549e8884a23a54f6245b75d1a99a97e7a3732353,train_02033.png,0,175.63,eval_01851.png,205.34,False,29.710000000000008
444d2ea9b70fd01c655aa8fae7c8cf5553b10c8da4fb2d578943c1677c595b4b,train_06186.png,1,131.63,eval_00494.png,116.33,False,15.299999999999997
4473a998f398a0d432cef27ec06046e0be37f31dad50e584b5137c159482f620,train_03445.png,1,158.15,eval_01387.png,157.90,False,0.25
450d6c1634da410f6271d9d52c6e8d1f742fde0f7a1498c6554eb49a913a44a9,train_06984.png,1,191.51,eval_01352.png,136.95,False,54.56
450f95e8d76142dd332fa00e6891f9538446eb31601eb5e0200d05e9ba849442,train_06195.png,0,313.73,eval_01929.png,131.56,False,177.82999999999998
4532cc82aa351c7a389730ee2e9da76cf2eeb1292725a90a21e6c9dd15f220be,train_07482.png,1,74.55,eval_01207.png,143.28,False,68.73
453983fed1f84de03ede3a631c7a4c8b6811ce1e5b84f449b51d8dc0b0e7a1ba,train_04309.png,1,13.05,eval_01218.png,123.38,False,110.33
4541eeaf85b66d6b8175ad9c5cf4a715e3d02641ce88609710b0173f8bce3003,train_03434.png,0,355.72,eval_00593.png,160.35,False,164.62999999999997
4565662d89eed9f350ac16f706ea34f6121361bc04c51de1124ffce0bcbdba7f,train_07678.png,0,323.73,eval_00616.png,141.17,False,177.43999999999997
45fd7a1d6e888b95468517d171fdc880296e24370c29f7fa3af98f3a630570dd,train_06547.png,0,314.72,eval_00634.png,8.63,False,53.90999999999997
4612c7d3b99e511026068ace316d962d0fb607aa240a06945a599de1ddc0ea4b,train_00417.png,1,132.80,eval_01710.png,111.41,False,21.390000000000015
462c5bc4ba320722c9a6a949bf392b24f4e9dda7b53e4967a7b0309bfd2f8eef,train_05455.png,0,350.28,eval_01012.png,294.75,False,55.52999999999997
462d46524808701a358985920114092861e6fb42eb8e0e3b023067dbf6015670,train_07350.png,1,129.30,eval_01686.png,90.17,False,39.13000000000001
46363155ec99d39c1a62750da8b7050b1b42080a1a12b71ca6ae04a131d64f18,train_06265.png,0,311.30,eval_01698.png,314.68,False,3.3799999999999955
464570dc32a246976149910e4e0e1d4a727c469f84ee4c978b3f91cf94cf6eb3,train_02116.png,0,325.12,eval_01364.png,196.93,False,128.19
467d7102486a673546738f3cca634af0997a92dbf670b98498542bf37443a2ab,train_04006.png,1,108.56,eval_00603.png,153.32,False,44.75999999999999
4695649658e0ca636b92d4c96c53700526f2eb785f5e39694bad66986de6497c,train_02100.png,0,316.91,eval_00821.png,198.11,False,118.80000000000001
470618c987416c19334cdd6ea0267b80af59377b4ae62223aca665014638aec5,train_01181.png,1,340.76,eval_01359.png,175.91,False,164.85
476cc7f507c7f931c21294bdebbefce8568259659194138a36fadf056ccc4fad,train_00333.png,1,91.45,eval_00076.png,124.68,False,33.230000000000004
4783a0230ffaf9344c3c1c01e0ac2f4ee5720eca4e02e440c7262e51547649f6,train_02594.png,0,286.65,eval_01042.png,203.35,False,83.29999999999998
47c7a681d8f7748a5c37daf5bb53c1e5972ac236ef2dbe78ef42d75d6a82ce33,train_06003.png,0,309.53,eval_00549.png,324.43,False,14.900000000000034
47e1e9bae22bfda18014ee5ef531a9edd6f6deb6b86abe002ded83911670b49c,train_00517.png,1,350.05,eval_00736.png,129.36,False,139.31
4837a3a01aeb0a4bc577f5aaaf3ed3d7682cbf6b41fe331fa69e4831612fa84b,train_06247.png,1,307.06,eval_00826.png,124.52,False,177.45999999999998
484a3287c2b97791f5064b14288749225d12033a9c539e5faffc336507f63d6f,train_00434.png,1,38.08,eval_01638.png,174.81,False,136.73000000000002
48914de9a254326f00debf525e75a4b614083de21a1cd1b43f5512f76232d5ef,train_02199.png,0,225.64,eval_00644.png,163.97,False,61.66999999999999
4909cd4bf554378eb60f733132267476da96d547c6712af2393958ebbb046f51,train_01184.png,1,10.95,eval_00809.png,179.01,False,168.06
49189ca61ef0431367e332fc4d8bebeb082c3e44758f60b0dbad1ae37771b091,train_04333.png,1,50.96,eval_00529.png,159.75,False,108.78999999999999
4a779ba88b98fe482ea1e387609d54a861d3af0636dc99d52da2dbfd64d13109,train_02028.png,1,137.82,eval_00734.png,151.06,False,13.240000000000009
4a8b25717a0cf6da6cb98b04113da37e9fe3e5daae338e2fbc2b9c10a90a30d7,train_01077.png,0,306.13,eval_01924.png,244.45,False,61.68000000000001
4a9e7defeb7e1f752cef5362e9bb1e53edf3f8dcc7860843ab7d6a2886862190,train_06139.png,0,355.81,eval_00953.png,327.43,False,28.379999999999995
4b8d82c6e5cc2202af34ba27542b79ccd2df49dacca254260b739b1beb301598,train_07186.png,1,331.57,eval_01347.png,108.35,False,136.78
4c00822e420aea7afc7c2460c2066031ab2873e8bf3912974b2a22522406b64f,train_07107.png,1,353.44,eval_01809.png,116.17,False,122.73000000000002
4c991383c635c06d154cd75bc5bb2ba1183ee51e5932fad6765e5b74edc982ac,train_05998.png,0,353.23,eval_01684.png,310.01,False,43.22000000000003
4cf1711642b6422e31cb974887d56cb89f5deb3d6f755fe00610323a9489c147,train_05996.png,1,301.80,eval_01469.png,163.58,False,138.22
4d26d758d1c314e9e500cceca78f16ca83b55e8285dc2fb28ff798df11ab3e26,train_01110.png,1,123.88,eval_01464.png,141.75,False,17.870000000000005
4dfbd7ae07779f0c134e9b901328c8668c97c5e901a8adcfe844f0704864f6a4,train_02814.png,1,23.20,eval_00636.png,91.83,False,68.63
4e37903919a60395957cf11d24946cdaddb98e128698e8aab79c4a739f24edc0,train_03614.png,1,56.86,eval_01499.png,164.80,False,107.94000000000001
4e6bff211c02be5745bf7d44d30cad3a54ddd327f573eb3dc005ba14c1cb7001,train_07854.png,1,225.94,eval_00026.png,151.84,False,74.1
4ef99f951572d73ee8ae20c638bb392f6cf4255ade6cd3794c04a176282e5f39,train_04536.png,1,106.87,eval_00730.png,103.40,False,3.469999999999999
4f4bcecf86d05cdd73f4bc5bf12453243176746e17b0950be2762f389908ef84,train_00743.png,0,281.26,eval_00083.png,209.21,False,72.04999999999998
502994432080801d9f206f939b47c6a23f474fcbf95e81429677e2cf9affe50f,train_02052.png,0,26.24,eval_00143.png,220.67,False,165.57000000000002
51219969c2ef658fcc568ea1c32b0a8f7e7949c20111243508341441d27ec4e7,train_07827.png,0,199.70,eval_00819.png,114.98,False,84.71999999999998
51f3cce76f63437440659ea9c1e9509bc343fcdb9d59698f74887b4e21989d6c,train_01918.png,1,129.00,eval_01099.png,92.56,False,36.44
520746f4079d460ff7e590fbda0de81b1427327f10d724b3855da5a77b39f488,train_04661.png,1,149.26,eval_00541.png,124.60,False,24.659999999999997
522ed8b72d8b28543a9b300b54dde55c41a2b5a254e14a7f8a4ba15cc0aa0ced,train_07060.png,0,176.97,eval_01358.png,165.72,False,11.25
525154d519c2fc7ee92c94ab0740cc55ea75439ec6adf5d84066983abe8e5775,train_04538.png,0,66.35,eval_00456.png,85.08,False,18.730000000000004
5251bfcbc066f77b2bbab1e05e7c930f13122116058d1d7206a29afdd765c159,train_03792.png,1,213.58,eval_00602.png,165.07,False,48.51000000000002
52b99a8b794ac0c5f17bd056cab0e7ab0e0e4a0e1f76963af4abf2f68a305a73,train_02054.png,1,6.33,eval_01060.png,174.63,False,168.29999999999998
5320f34e5b8da124e47b212c0a8d634a2962d62f35f172b7b61a9778895a7d01,train_04107.png,0,343.31,eval_00860.png,185.03,False,158.28
5371852df3e80e247bc3a7247b4a275a0cbb00d5390ac7ab96ed0680fd483cbe,train_04081.png,1,11.11,eval_00273.png,153.96,False,142.85000000000002
5390fe334df06113276ee1a9a5c7fae3c64b11711d3c73b6d952b1eef99821d7,train_05645.png,1,123.64,eval_00889.png,144.68,False,21.040000000000006
53de9c0d644cc395ff260cae603155452fadc66890446a03b380c6e13b8093bb,train_03705.png,0,20.13,eval_00621.png,11.30,False,8.829999999999998
5443e09866760146bfc5ef6fc8b131fc0f21977dd42854c968b0cd6543f564dd,train_00291.png,1,115.96,eval_00807.png,126.89,False,10.930000000000007
5451f939c33efc445ba849d7bd4010221cccb9e80df24eb6b98df1ee86594b61,train_04363.png,0,343.84,eval_01180.png,50.52,False,66.68
5480f9ba03812eb6012ee4faad29dee50b63155e5288e19c28e7b30a1fd37906,train_02628.png,1,68.29,eval_00528.png,121.71,False,53.41999999999999
54dfe33275f1c2bbde36d52bea35abe22aca5b2f532b9b1295aedaf6c3378f09,train_01010.png,1,349.64,eval_00044.png,158.31,False,168.67000000000002
54fdaac65e375fce3764112a3ace0e052bcc19e8c0b60fde4da8190eb87aea22,train_04728.png,1,281.15,eval_01882.png,132.73,False,148.42
5521c3351c9c7d3be4ba25df0a40d78844ad1ab1c476557bc1b5e6e46e94eb78,train_00490.png,1,166.80,eval_00923.png,149.82,False,16.980000000000018
5586ce65d70297297e1bb1541e01bd5055b8535921f87c734aa877572608a027,train_06522.png,1,43.76,eval_01761.png,167.87,False,124.11000000000001
55a2ba1e36fe80ad330e8c4daee76ad2af01d57ac359675066773ae7db0094f0,train_06216.png,1,220.67,eval_00219.png,96.69,False,123.97999999999999
55e974f55638dc6e34f21769bf80168f1cfa7732e5bd256c18225ddff80ba6fd,train_02344.png,1,266.41,eval_01103.png,93.53,False,172.88000000000002
561ebf437d1ebff61fa277f2a1af2214b1faf736a24b4cfe205d8a2e472ddbdf,train_04764.png,1,249.94,eval_01860.png,101.99,False,147.95
562d74b25cae46a8557fb7a238f65504681ecadb32c9dfbe63d5bead4c55358b,train_07018.png,1,8.96,eval_01897.png,161.53,False,152.57
563cdc33f9a45f04f104ffb267fd62d9cd96bd8ea94b517c75816f9f3b47af06,train_02303.png,0,324.25,eval_00537.png,228.32,False,95.93
564a216cbdceab253bafc3aaddf481d4a6e059fd5b25ec38c7760cb27210e657,train_07776.png,1,20.93,eval_01940.png,125.22,False,104.28999999999999
56bc9af49dfdaf65df552ec8b8c6cebe62811519ecf3f49480d7646f7d93a7d1,train_05744.png,1,322.17,eval_00230.png,136.72,False,174.54999999999998
57255bca78057f6a99bd2b6d28571e952b83dac58703df379532217cc534b9d0,train_00751.png,1,274.20,eval_00352.png,111.52,False,162.68
57422accf6fd6a54172216324cf009aaab1fe273de7e5d74736eac8bf1644d64,train_07193.png,0,314.60,eval_00851.png,13.52,False,58.91999999999996
57e7be95ba8167aa50565f2183954f8161b579abe9ad95d42720ec8035c3bd49,train_00270.png,1,139.81,eval_00472.png,119.29,False,20.519999999999996
5826f2822154cad61050d931a18ac2eea370df3ceed03378f95ee45aa26c6826,train_06354.png,0,299.74,eval_00580.png,175.87,False,123.87
58bc25e472ed819e12923f80b43588e756f5a8e6802dee0de8d62c95b6bf1e3f,train_03555.png,0,318.69,eval_00558.png,124.22,False,165.53
5917d02859442c9925caf2390d7d59b912f91eedb88acc7cdbca1e66c6536148,train_01106.png,0,358.75,eval_00313.png,35.16,False,36.40999999999997
59564be1a4de6d47923d614715cb53a6a39c0a32203c5d7048d1c56c368ed46a,train_07514.png,1,116.37,eval_00535.png,131.33,False,14.960000000000008
59c8b49b5c3e32c0039385ce2e2cdcc1c2d9d9bcb518a487a505a0652c479f6b,train_00382.png,1,316.56,eval_00246.png,147.04,False,169.52
5a06ecd71e76d714f95b05bb7aeb5d042166af95c3db06f878e9eaf442090689,train_06741.png,1,243.79,eval_00866.png,141.20,False,102.59
5a8b494706a9b220560317ae3f9a4707872f8c9cc97a3982bd2c8efc37f2b7a2,train_07784.png,0,337.40,eval_00242.png,80.43,False,103.03000000000003
5ae7f1021a7b5738a66bbba200f6be2e50a6d730b2e4242edaa5c90a6594a801,train_02173.png,1,355.10,eval_01797.png,178.26,False,176.84000000000003
5aed560e1b51990d9492fdd0324b6d77cd872e470176b77fa58390881bbc891b,train_00492.png,1,347.74,eval_01006.png,142.67,False,154.92999999999998
5c625768ffca8942457d38f7ed49f6b843f7044330edae1d16eeaa465bde57fe,train_07070.png,1,120.93,eval_00781.png,115.07,False,5.860000000000014
5c6d33b2543117ae26dfbb372bf71865d0ae2028ff46d8d3b460dbdb3670f3ab,train_05958.png,0,320.29,eval_00765.png,282.12,False,38.170000000000016
5c94233250bba1b46d07d91260aaa0590fbaed5bab8d298c777f27f9f408acad,train_02250.png,1,169.69,eval_00642.png,122.85,False,46.84
5cbeebd4d85cec2672b6bfd466007258ef88249feec061427588207eea50d439,train_04991.png,1,130.47,eval_00673.png,137.21,False,6.740000000000009
5cc40081bad21a5aa496aacace800481da72c4a36d42fd30fd18bda6b7e3c06f,train_07135.png,1,279.95,eval_01175.png,137.38,False,142.57
5ce7a929502eca7217289d8f30924f5855d3f2e2b9076b0e2b5cadadd3452d30,train_00780.png,1,340.96,eval_00461.png,95.61,False,114.65000000000003
5d067cf30131e15842ccbf99a4c7ae2d583e003d4ad8a72b3e71aeae00b9fb5b,train_00519.png,1,103.45,eval_01877.png,145.30,False,41.85000000000001
5d6cafab591a074161d0f5e7943027d2924cbeb4590436122f675b3bf5620dd5,train_02449.png,1,192.00,eval_01966.png,173.87,False,18.129999999999995
5d9530c577eeb339b8d4a6a45243925122d5fce7886a18c1b86b686a4f227ea1,train_01444.png,1,193.09,eval_01699.png,159.46,False,33.629999999999995
5e2f64154c912574915a83efb8b10ec67a7e7a53ffd087b0e28d02afcc1d0515,train_00435.png,0,53.78,eval_00735.png,227.51,False,173.73
5e3ff90b420f9d46a6c3c2799f0439c0e9042935f6e370b230fdee4b87da80cf,train_06213.png,1,34.55,eval_01538.png,141.42,False,106.86999999999999
5e77267af7038dbe9b34885d86a92fff398bfe2712b33a06d90f3f8b5ddddd02,train_07563.png,1,104.75,eval_00675.png,144.08,False,39.33000000000001
5eed6fd18c3c833797fb8cc71a1ece3f87e46ab024ba3d2e8b7beafc7db668b4,train_06044.png,0,288.79,eval_00319.png,42.79,False,113.99999999999997
5f59b8dd94a2bbd88e24b4c10347c13247f43dbeaf06667af0f54cc5adb2972b,train_03348.png,1,170.77,eval_01073.png,156.81,False,13.960000000000008
5f85bb8933c958fc1c119ad0f728e03d78fd30be3bc70c2a4ff834cddcfdfd0f,train_06092.png,1,125.13,eval_01435.png,164.60,False,39.47
5fdb1446cb273987547aba812147f8e0e4479de93e09c06c4ba28042d0de168f,train_01348.png,1,276.12,eval_00871.png,177.22,False,98.9
6030631605269eeadbeab6f3ab5812e94242aa57acf6c0e98d6f42a083059c9b,train_07337.png,0,18.81,eval_01511.png,294.56,False,84.25
607726de4f5d2faeac899abde39f39059e39c0ce9d0f09f1ee88e3174e02c0f0,train_04981.png,1,9.35,eval_00539.png,171.87,False,162.52
60e45537e03ea4d58927d34fe0971255dca3570fb15cf5068a7bdae596f69773,train_00272.png,0,326.98,eval_00752.png,76.33,False,109.34999999999997
60ea052ec28610ffa4c3a3641f3bb6b8b2f286e857a3a964a115beefcaccff4b,train_06107.png,0,138.80,eval_01785.png,100.95,False,37.85000000000001
625743fe79767629839a92a0034cd1ccc89e4a5e2fffa4124375368f0b5559e8,train_02811.png,1,65.93,eval_01683.png,163.04,False,97.10999999999999
627e579ba50d77b7d364bf0bd367105242e8cdbf5bee290f4c96af04f49c7790,train_02801.png,1,359.39,eval_01365.png,96.33,False,96.94
62a63fe96a0324fbf39301dd2fe2aa03c1e812770188e7a948492b52dc02d46b,train_02911.png,1,306.46,eval_00133.png,174.17,False,132.29
6362c9d4bd2c2a2253660296f2e4ebeffbdfd4de02b23d2f2d8d0eefe4084d1b,train_07265.png,1,347.86,eval_01651.png,104.83,False,116.96999999999997
637e412bdd51e8daac9ae4b4184543bca94b53b679da2dd14b3203409d9f4d1f,train_03448.png,1,283.54,eval_01648.png,92.50,False,168.95999999999998
63db3ab403a9e995d83f865e00a153c3327a8d763ade93a4c8abc9d8e4927b1a,train_01949.png,1,303.72,eval_01762.png,142.26,False,161.46000000000004
642d11bf92b9bb97141c5af8156ae0ee6113c57ca29fe2a7e12cbecfb8945477,train_04697.png,0,320.76,eval_00712.png,247.81,False,72.94999999999999
65b9e461ba011afc83720f6ee66afa0c4ace40d828ec202026defe8e346f7a78,train_01638.png,1,19.71,eval_00575.png,90.84,False,71.13
65c6542f1e19cd058c5432d55113ff22e7f65e01ef591bc1eb539433bfdcee38,train_04097.png,1,211.19,eval_01458.png,146.28,False,64.91
66186e965beec14961de5d43737a7eec6ed9cc1be65072d6994024ec30be4ae0,train_04633.png,1,90.45,eval_01831.png,157.92,False,67.46999999999998
6688b3db36b63ba8ed790896c06700433df13f9c2f262528f8e20ec365fe11a1,train_04915.png,0,341.20,eval_00649.png,251.21,False,89.98999999999998
66d4ee09d47a6df52b48f0862e57019abcc515463c98f1c121e6336469fb9ac1,train_01204.png,1,175.91,eval_00842.png,165.36,False,10.549999999999983
