hash,image_ids,labels,azimuths,num_images
225494e359c83a19748b1c997f739adbe38b1b6d46ad52a19fc589481578702a,train_03416.png; train_05290.png,1; 0,157.99; 202.09,2
22cc0777efb00680953da87706a994ba48211052233a7efe045c772c00c2bd02,train_04859.png; train_07365.png,1; 0,232.23; 342.21,2
232ba03650c05858e441a9f7579538fb2b278cb414f78228ce0eb828a2d6548b,train_01684.png; train_03710.png,0; 1,318.13; 133.60,2
2398c10c36d96c282cffaf0bce3f117c30f5219ccc8fc41d3f634757918af1bb,train_01420.png; train_03433.png,1; 0,236.11; 314.91,2
246797e164843d8c010e2518b3c84d01e281b7109eb13a426be9c26cb5f9fd72,train_00663.png; train_02903.png,1; 0,101.27; 340.59,2
24a5c056e9b760ea432a1ccdf98bddc1e91a869ab68ac1655ff3fdd8e74d785f,train_07264.png; train_07402.png,1; 0,258.02; 252.99,2
24ce34a5c23a6d558bb673411f734e56795c77356a0309e625a8a514a4bb54c5,train_01494.png; train_06333.png,0; 1,309.16; 116.35,2
2513b8de67ee94b9dd7660d9206a0cacb0167ddd6b2fa57bccd59db7883ea0c2,train_01550.png; train_06746.png,1; 0,55.96; 305.32,2
252287d616b1932d6e6c8292a4ccdf2a3820d5b9e5b0940d9f9a4b6bb8675317,train_03879.png; train_06669.png,1; 0,23.37; 317.20,2
25574312ab5ad39a3e5fb236d0bd2d1c0efe76490e23a108e2f59c1466a22f3d,train_04245.png; train_05551.png,0; 1,350.31; 0.48,2
25630363cd82cda43bee88074a5a3f203c5192f0de295b73b47363f84a3a72e8,train_02186.png; train_07562.png,0; 1,301.36; 130.98,2
25763a22b756b31c00b840ef43b00cdc7bb5037e77bca22232145a1523c1adc9,train_03462.png; train_07820.png,0; 1,320.75; 136.49,2
25a2a9d3045283750dcd622c437152ebc8d1c15097acc4e487559bb064ab62df,train_00475.png; train_01810.png,0; 1,48.31; 299.70,2
25d48cb5e4e54b2a153b5e6ac2027e624f185f1fd8e690d7e9d60e4e6986242a,train_00611.png; train_02025.png,1; 0,218.99; 273.19,2
267ddba80849d1ad8370d7b4efea833e1ca41385229d2412b99d3d25f6d3ea64,train_04572.png; train_06542.png,1; 0,175.51; 313.09,2
26cd23f447438191cc4156a512310d553a4e1aeedc8afe6764b422cfcb525cc6,train_01454.png; train_03109.png,0; 1,294.23; 358.61,2
26cf76fbfcd2e1515bb1490d3e3ff63ea606482c41e121c0dac520b9a4ebfffe,train_04326.png; train_06180.png,0; 1,277.65; 188.78,2
26eeea4199f023a312553f104a861fc7dde91ee438bf323fc988488f1e237dbe,train_00293.png; train_06501.png,1; 0,321.55; 225.25,2
27263d07929c549177ee24152e4430d2c9223e0c39d5596fc1f33ab9fe555852,train_02450.png; train_03192.png,0; 1,336.03; 87.64,2
278a657e8e29a319fc42aec52d0122fad580c7f3c9f275ae74cf66ed9d67a100,train_01242.png; train_01319.png,0; 1,323.27; 351.77,2
279d16bc542a6385413e9a78572d07361ece79169caf5a425d953a47a541b727,train_00922.png; train_03978.png,1; 0,254.02; 8.78,2
27a9cc517701306778a4df0866fb0a18a1980fee3ad536497168eda8ced3a09a,train_02023.png; train_05346.png,0; 1,333.43; 236.21,2
27b3587c0f414ce6fad8ef0e9351240953b6f29692583707b8e8f89a88671a7e,train_00168.png; train_01686.png,1; 0,251.73; 47.62,2
27b8808761c954ae72279177f7c249dcb33f172573ff453c43d5ff399ac91427,train_03182.png; train_04217.png,0; 1,294.08; 225.31,2
27f4c4d96c5495145095f81fa6f40ffbbca76eff1c9ad89bcb2021786f7c2670,train_01829.png; train_04278.png,0; 1,354.54; 324.66,2
2829aceb8bfa570cbcd6150b31e6e03835da7d2ae3728d7ca2805ad73645d93f,train_03657.png; train_05395.png,0; 1,97.34; 82.14,2
294922f7795a071f6143503394e1ae551174cb3d872894cee70d06560525fc47,train_02567.png; train_05057.png,1; 0,320.92; 348.80,2
299baf5b1bbd0fce80d7a14c71b071067de185db012a441eff2983ca1dbbaaca,train_04678.png; train_05017.png,0; 1,278.25; 78.36,2
29c8d303dcbf7861c165ed66c058d58f35b2f8dd825de7816fd44f7cdaeb0e64,train_01803.png; train_03323.png,1; 0,113.88; 326.07,2
29cbe1be0ff3390619d703ca1f49f4850adb329acf7917c0b55942d2ca863298,train_01384.png; train_06144.png,0; 1,272.00; 215.68,2
29ceee543232eb6705b6df419fcaff11e750a9b352fd5bd7dabe9510701de894,train_00401.png; train_06715.png,0; 1,338.65; 207.13,2
29e0e6239591d18de4ab530c6e4edb86f5412717b01600be29b408a991948c2c,train_01533.png; train_05682.png,0; 1,273.24; 60.34,2
2a4ea2a1e0159d2120c7ef3aaf9a1157ea1e6cd32e9dafc1a3f41bc6cc22f2ad,train_00404.png; train_05797.png,1; 0,179.94; 283.46,2
2a529f35255238d0ea90e584326cda0d2c11ed531ca9e21d08b20764cffa42e1,train_02406.png; train_05269.png,1; 0,301.13; 292.24,2
2a52da3e800d501b72acf6605afc03cf3b4bff0fce1a15e20c58fb44badc1e56,train_03321.png; train_06940.png,1; 0,331.90; 328.77,2
2a68508db571a51841f9e81d755dc4fd63dbf6a6d81f3de85417b9bfec92b40a,train_02103.png; train_06051.png,1; 0,120.14; 347.05,2
2a6ab9e09614f5daf9fdbea2dfd031c6a7b7d804e33f49801be0600bac4a6dc8,train_00843.png; train_05747.png,0; 1,271.85; 87.23,2
2a87ddb8a840f6bee85f53800a151384008386d6aed47584717db84993503cbb,train_00542.png; train_01032.png,0; 1,333.53; 79.17,2
2aa7205f39f1ace7f3637bd2b875069470175d65f958c6457eed8b889797d187,train_01775.png; train_02026.png,1; 0,119.30; 121.99,2
2ac3650d2f9060f1811287a55033c73346c3959cd420c98f6161f81ee3edcc86,train_03807.png; train_05036.png,0; 1,275.51; 139.82,2
2aebe56e2ad19b0aa817a64e13d36a9d08f7d318ec66bd0fcbe23e5adbdede67,train_01740.png; train_07666.png,1; 0,268.40; 200.54,2
2af33065a28f6a8f38d14c652428d6199168ce67842b255e139141818e0fcc9c,train_01482.png; train_04430.png,1; 0,266.69; 321.51,2
2b18fc345677f827444cdb57d2f3f617b1c46cbd77f2decfe1bb968f3916418a,train_05111.png; train_07364.png,1; 0,82.44; 94.42,2
2b5d2d361c2e0217c80fa10ef8c8a52d6ff8cb8337fea648fbf02e5d59591ab8,train_00172.png; train_06862.png,1; 0,209.23; 318.99,2
2b8f0466659eac4d8315106763740d4a59c51112cd8232538f34c00498763852,train_01776.png; train_06647.png,1; 0,130.04; 307.58,2
2bae64758629cb1c19948f03c60f20f04ea8433fee587047d39fbc13a0a36d78,train_00068.png; train_07610.png,0; 1,346.16; 155.76,2
2bc65dd395d4cb0251a75eb6dbce64dc19cbfd63a2adb8aaa215f368178a0293,train_00298.png; train_00403.png,1; 0,61.14; 270.63,2
2c291c1871a2ff5552559ba72c60a5d7f3b5c88fd6dd923e00e0ce95b0ed1e2c,train_01882.png; train_02668.png,1; 0,273.50; 354.45,2
2c3e13212fc514474a1d54b88e8801d184519ec62c768bc1a018033c3194404a,train_01028.png; train_03581.png,0; 1,270.46; 254.35,2
2c40722dd9516b0811180364da2fae18baac4f57faf8c4e6537667e8581808a7,train_01326.png; train_04537.png,0; 1,343.99; 274.09,2
2c6e0effbf1c832a7f11f6569ea217c170af52c32e4ce3894d7027fb9278c3d1,train_04916.png; train_05130.png,0; 1,301.65; 293.40,2
2ca90f764f161a300cf0f15c7dbe4d3b1c40a303880cfb153dc14abe976d232f,train_01483.png; train_07191.png,0; 1,348.39; 79.18,2
2cd7697e58a221f1ae10586196aad479a1c2d646801936fadfbfded8fcc4043d,train_01731.png; train_04354.png,0; 1,270.98; 83.69,2
2d11e5548f4e0ee76bb0620cd02f4c0fd9bb8e6fb881f24fd3803b19e2d73e4e,train_01078.png; train_02731.png,0; 1,306.68; 258.94,2
2d9909a1e68d76d598ee3f5992e10fb40688f03da2013b251728b656fed7095c,train_05726.png; train_05777.png,0; 1,278.22; 313.25,2
2d9b600975c778ae01d76d54e75c65bce942fd484f0988f3418be86c47067072,train_02515.png; train_04306.png,0; 1,342.52; 359.06,2
2ddb3f51a4a28cc68518ab9271f74f4c033a11023216e5ed8ccd1b4bed36aa95,train_00249.png; train_05077.png,1; 0,100.39; 280.04,2
2dffe7beaa3c03bc48b601584e1267e482b9570e17ecf16d7ce2d7b9d0e22614,train_00442.png; train_04585.png,1; 0,251.36; 310.21,2
2e10bce0bbc01193b78ff041ee3af86f3170fcb4c0a938226f5c3dfbb451918c,train_02192.png; train_04965.png,1; 0,261.86; 300.57,2
2e13f5ca1cad28112a8b97ba8f33f90d095b1839ad98e26ffc25313ab49188f7,train_02040.png; train_04371.png,0; 1,348.07; 134.63,2
2e1c880af0aac837920c4c68db2f6003963b8a6681e8b959fabbcaea98553444,train_01698.png; train_05216.png,1; 0,129.28; 350.09,2
2e42e6bdde6a9363dbd54f205bb34f8c6d5540de0f8d146b43d864e1cf04dbd3,train_00026.png; train_04762.png,0; 1,289.84; 154.13,2
2e591245bf2822973329c009f60a22e3c29dd9985dfe8d6202ae7225cddc6980,train_00099.png; train_01130.png,0; 1,319.61; 108.86,2
2e7171ebb19bf396e9636f6349fe140f0812022c4402e32c673eea067767d7db,train_00094.png; train_06282.png,1; 0,213.46; 282.05,2
2ec08a61bf855ae5c0ef736615a741b0fae8fe85409398c8a767a7d3981eb187,train_03164.png; train_07203.png,0; 1,197.59; 212.92,2
2ed5d3af1ac84eb42a7774ec053b91a7d38b011e38e6ed89b382d9d16d11faeb,train_02168.png; train_07254.png,1; 0,137.53; 280.09,2
2efbfc2d2b75eadff33dd1767f0362eb03b5435da4d0a30f3fc34d2763c90ee8,train_03483.png; train_06721.png,1; 0,275.24; 342.51,2
2f0802daa61c4f1943a387ea3dccd668cdef11ef450636dfdbec24c7459c45dc,train_03353.png; train_05128.png,0; 1,297.38; 90.29,2
2f1322b29f831519349a0950bc076b56b0e676f43d73b2f81ea9fb53b217b959,train_05303.png; train_05488.png,0; 1,295.06; 280.56,2
2f29252373a7ebc3b8b67f578d5912202d47ea12fef80d08ef0113c30289e0a3,train_06181.png; train_06302.png,1; 0,144.69; 271.25,2
2f9cfbb5044d9595ba13126ee9e1248afcbdc8b5a7aa12f858ee4f0b8cdd3c67,train_01966.png; train_06055.png,1; 0,305.99; 311.20,2
2fa63ade92ee8014f251b0a36aa3be12eb59e2fb12a064aafef9908b47f70ca9,train_00887.png; train_05553.png,1; 0,220.50; 287.03,2
2ff5a243d1db8fdd3a4454f3cb4149f11f2b6a031094a0aa8e292b6450c87a58,train_02373.png; train_04145.png,0; 1,288.05; 125.59,2
30083134bb36d7220c55c225603e122db8a2eeb72d16d93f34d395a637a660eb,train_06999.png; train_07486.png,1; 0,280.32; 323.49,2
3019337ebf048a142738e2ffa8f28661c152883a8dd7f292b1ba1e51c6f74b6f,train_03203.png; train_04534.png,1; 0,283.09; 325.50,2
301b25a31d7355e55e19bd283523fab73930dbe5d33620e8bdfe82c59b47cc59,train_01876.png; train_05962.png,1; 0,212.91; 280.27,2
3072f8cdaf712308036bdd197996d5fbd90d51c532ba0504ca90e2a56508d983,train_02469.png; train_07524.png,1; 0,222.39; 282.06,2
317459f6d3f06a7cf8156f0ae429b8d70ae93d3119fdf924b205e07d1bb6f964,train_05439.png; train_06053.png,1; 0,291.84; 321.87,2
3199fe7159e755ff9ae8e2862135840d5aac04f5fffceb5f21be99a38eb9edad,train_02665.png; train_03014.png,0; 1,358.35; 20.58,2
31fbbcaafcb629872ce023d3a0d4035cb9150239f10cc8250798e04c2738797d,train_03338.png; train_07673.png,0; 1,334.21; 210.41,2
32217d36a6192022a801a429290de501b16d022eb365d3df92047c2c7d5d1b45,train_02595.png; train_06926.png,1; 0,155.31; 300.81,2
3248272fe0bd8eb8f3f9a36e39a82f2b0c858a73034d03ed7a8a240276b54be0,train_01580.png; train_01901.png,1; 0,46.87; 339.73,2
325b0d5f916db51df5c594e68c84eeb3c1b34ac54b8c518a2de469a689ce0d4a,train_06082.png; train_06628.png,0; 1,310.39; 308.29,2
32768ee0169ed4d65f25653b10633cd83eabeefea4b19de8e13bbc0bb036dc88,train_06589.png; train_07762.png,1; 0,287.21; 314.09,2
327b2cee34dcc496904ac5350536a0538d00393c9358be9c89de98172130ecf8,train_02133.png; train_04624.png,0; 1,273.54; 60.52,2
3280596cdbfcdedfd516f5a779c6a66cd74bf11bc4ef4c47c6c780cfad8c8b5a,train_02572.png; train_05430.png,1; 0,348.16; 47.36,2
32b6c3ef1b63dd3b88461b857928ce5ab66ad45737be104f2a9bd07f03add71a,train_02011.png; train_06398.png,0; 1,349.01; 257.79,2
32f5d580752ff29c6163c9364b1e08a7790878ef490c008ccb352f781bdbc609,train_01441.png; train_04110.png,1; 0,213.30; 265.64,2
33215eb687f244f1da2395cec5e215281b084e3d248ac6511f9f0692cca9cf5f,train_03572.png; train_03873.png,1; 0,168.18; 28.84,2
3325b1c11577c7a687047eeb8ade4b0acab09cdb012af46932d7a7c178337d4a,train_05180.png; train_06278.png,1; 0,277.85; 93.39,2
333c1902d8451b095d1f794a8174d1f76a8ef867923553208dc4383f54b2b93a,train_03629.png; train_03721.png,0; 1,280.75; 279.11,2
33968fbd576d0e21724f98b1f909929ac6fcddc2643abe1947f63ca7e8602999,train_04524.png; train_07845.png,0; 1,319.17; 288.42,2
33e82edf6c06c6aed737747e9c9f8705c220056fc0c8562018077e0f0c19bbf2,train_00760.png; train_04817.png,0; 1,290.15; 94.29,2
33eb3ccb3c75b587c18dc30ac6e00a126aef167f203941ef6f6db21039911e80,train_06079.png; train_06370.png,1; 0,96.93; 296.57,2
33ee8fa7688eefc182772ffb7008a3b9a76fc72bf7c8dc9260cc31e4a6feefe4,train_01139.png; train_04744.png,0; 1,126.26; 236.69,2
3419c3fec55d48b93c64df53860ff96c776192eff64f527b11aa4f73940ff912,train_00737.png; train_03073.png,0; 1,349.53; 138.65,2
3483e504a6a74a3dfcb8e7958f6b75d2033384353e1fac31759cddfc07c55bbe,train_00034.png; train_05920.png,1; 0,6.60; 198.47,2
3493b035f99339491ca8854b5b6dab9002250741b9bbc233df68fac32b01965a,train_02918.png; train_04475.png,1; 0,147.54; 331.50,2
349afb546f4ca3dc98d1e8da67c8ec6c856bf6d74d4a9ba953afa8a1024eeb7c,train_00030.png; train_02265.png,1; 0,277.01; 334.63,2
34a77c12ac819b92e557a3280495a53811fa5dbab3e552db7a80c3724fa3f4d4,train_01559.png; train_05446.png,1; 0,202.78; 324.33,2
34ca2250b097a7a60cb7dbddfe648eeae572bb2d352217936bbe077142aeabf6,train_01990.png; train_03427.png,0; 1,177.43; 53.88,2
351316bf32dce231d5934890ebed43cda58a77d227eb22986d614f3d2fde1562,train_02644.png; train_04321.png,1; 0,337.60; 354.94,2
35281dba65114f80c4129c949f63b33300b6abae46e9f8cbe1d3d88f182d2613,train_02119.png; train_04840.png,1; 0,30.43; 341.43,2
355a3b00d9994f686b7712e10ec598ca09bb10139c98fa425a62aaf048428aa8,train_01640.png; train_02227.png,1; 0,290.63; 308.83,2
357f1a754d7f4b58a2bdbe8f03465a229832f8d878844c5c91746876126e2b51,train_03324.png; train_05801.png,0; 1,341.07; 114.15,2
35b5776060ad94ee986d8a97b033d2444eb2471076287be860e51ff33607dedd,train_01279.png; train_07078.png,1; 0,242.88; 150.39,2
35be9c0cb8c4a41257eb558a31a527cf851f768a65e8602fcb205f5eceaa48e6,train_01287.png; train_05636.png,0; 1,272.22; 247.67,2
35eb75cac9b72d6965b4c11b4665e185b5e6a2521f7b27107a890d4fb72ff879,train_03954.png; train_05508.png,1; 0,331.96; 334.26,2
360d3f26d33f68ae671fe3b6971aad385f9464f569e7e340f00c2e2cc758cbad,train_00741.png; train_06935.png,1; 0,82.75; 345.70,2
363c423009165b6d25b7e78d36f0b0c1b7108a2f9e504752a2e0ef47f86ee522,train_03855.png; train_07452.png,0; 1,318.36; 272.99,2
3650ab6ec8b6c8a44a1b900633a0a17f96ce8c427007f5f0cf41c3274a15b778,train_00981.png; train_04789.png,0; 1,317.82; 336.27,2
368015b144fc75d0c14228d81c0f3dce242678de195f1f967442a078d261e22d,train_00113.png; train_02732.png,1; 0,265.42; 108.33,2
36bab81072b83853f4412bd87ac88c6ef742e4365a01eeaf19e0dcce218f847c,train_05658.png; train_06253.png,1; 0,84.57; 288.49,2
36e8e57096f98dafeadd19f7c3aee0931efcf5c9a0b08198de8a1303a9251008,train_07041.png; train_07396.png,0; 1,353.30; 60.11,2
37470a3ec08f90ed68dc57641fc2e33ebeb24a8274130b8c93b88054e3395f84,train_01986.png; train_06167.png,0; 1,297.44; 260.59,2
3764d4e550c03fc013077eee20edec53a4309d33172e9abadd38eec916026b3d,train_01118.png; train_06749.png,0; 1,324.01; 350.11,2
3797f4c9e61fecddfe236cef851bdd05163864db0d2ce865b368e7ca616ca49c,train_02014.png; train_02685.png,0; 1,317.42; 66.66,2
37a1b023a3b755105bc3149574bec27a55e1bb8c02201a14816ecf719bdb3dde,train_02398.png; train_05728.png,1; 0,122.02; 339.94,2
37bbf34f9dd3652b9bc218a2ba1f173cf8d443b3eac939f799f5e8499f938a95,train_00515.png; train_01058.png,1; 0,67.38; 274.42,2
37d29785adbcbdcf4869b44639b106dfec22a1bf8916e254019f64c3bd73ba19,train_01673.png; train_05599.png,0; 1,328.17; 289.28,2
37da55486a8e109f9d41a2a30d90bb9983ed721e158e28763af263bd858bc389,train_04021.png; train_07636.png,0; 1,277.66; 255.69,2
37ff1cd540b5b120cf1a0aff1c52441dc3eea51c60d4457740973d60ca3e4f28,train_03310.png; train_07595.png,0; 1,338.34; 266.33,2
38064814e47a592d068259aaaac988c6c48fba128689c5afad399cb0d2236278,train_01861.png; train_06809.png,1; 0,38.30; 312.23,2
381e0cf99567a6e6e3a51060f250bfe026e124299d6de218d234134e9de77fb7,train_00012.png; train_02593.png,0; 1,286.20; 356.24,2
3820f37300bb688d7bca89cc59a007ea3e56c47699565110fa116cf8079b1da2,train_05705.png; train_07451.png,0; 1,305.99; 236.42,2
38348fb6265c34344bda7aa21cab7f0c545492a80944c362fd13d69a884146ea,train_01096.png; train_07573.png,0; 1,322.24; 244.60,2
3873ce443b2a2a400828c47b6c53b9539739b5e630c605031377b58ff6b7ab27,train_00618.png; train_01414.png,0; 1,279.05; 131.19,2
38966c2f013b23c44fd6c85b3ede717f0b2a1d2a0eeb6f8b8107371faad511dd,train_03281.png; train_07197.png,0; 1,303.06; 84.77,2
38d5982f21731c512dc729ada7f3fb91122ffe068a61706c571265f75f651f9e,train_00736.png; train_04869.png,1; 0,312.48; 305.35,2
38f0def14811dcdc806795e99f6683f25340f5ea257599afae31a25f8c3663c6,train_02324.png; train_07330.png,0; 1,249.09; 284.88,2
3905720ff5d7ecd11e80226e757a96c0f47ae97e3a8d3413abb37442b780c1b1,train_03146.png; train_06017.png,1; 0,339.11; 89.00,2
39ab629b7fc7b46dc10cb761d11f5b159b786f989d914c1f8deae4ff0bfa6a05,train_01172.png; train_04308.png,1; 0,211.23; 324.64,2
39b8ef8cdffb742d8596a6d15235880ea8a9c74d42da2f7766f8e78706eea8a9,train_00513.png; train_05977.png,0; 1,288.55; 77.84,2
39c298c6e886852fcd8126ed52fa21e0c27445318f0353794a97f79d77aa9f4f,train_02780.png; train_03723.png,1; 0,81.53; 346.44,2
39fc3ae7444d7691a34a009baa95247c20df89831dd7fac9fe485fced61cdc67,train_00631.png; train_06520.png,1; 0,352.97; 340.66,2
3a1c9e624162ba6a5ec2eff3708f37df875e65c2b4eed4dc831bd5a1b29e36a5,train_00918.png; train_07055.png,0; 1,302.09; 184.08,2
3a4f0cee915103154bcc80d24eed3be0438eaab7fe2d248c5c18e809b7e162d6,train_05402.png; train_06886.png,1; 0,129.02; 314.37,2
3a7374210e3001141a3909fe7a230d2f29241b5c3d0aebc2fd9d40405f573dc2,train_00745.png; train_05220.png,1; 0,78.41; 352.27,2
3b0c37f0409439a85ad33d31fdba2134f9c77674195b2b0971fc7b9124271ad3,train_00528.png; train_03071.png,0; 1,4.78; 96.05,2
3b32d679a10216289481c2467e74e19ee50b51616dd11e174bd80cd40d2bf220,train_05166.png; train_06061.png,0; 1,182.54; 235.74,2
3b51f1f9d03ac665cb553020d611350320ed4881ba837502e3e6ccf72c225f23,train_02967.png; train_04555.png,0; 1,324.10; 275.18,2
3b5d5090280a15fb4329c8f2c8f0df668497cba8ec336c6f475e72a26a43105f,train_01500.png; train_02017.png,0; 1,295.98; 167.75,2
3b94d224f254e29d6a063dd8e00877170a0d0479de9e1472e6b238b835f9a5f4,train_02941.png; train_04574.png,1; 0,52.87; 103.49,2
3ba5244757a6f89750acdeb0d2935ef9305190bbdd148b426d962297a921c34d,train_02437.png; train_04909.png,1; 0,319.37; 350.12,2
3bae3ee2d517e72994c0c9afaa89c35b8958ffb9e06a3b160a079195822ce7f3,train_00864.png; train_07061.png,0; 1,286.27; 98.69,2
3bc13382c403cc5eef2f97db47da4cca0952ff87c1efaf080edf36ca36f5a2b4,train_03460.png; train_06744.png,1; 0,84.31; 222.56,2
3bc9916a46e31ba2c590aac74b822f528fda83427270a943220d44824add9242,train_00493.png; train_05298.png,1; 0,300.33; 324.87,2
3c14bbd70fca4a9939ce57d3c144e47ae0fd17f312e38360702893289b086865,train_01645.png; train_07490.png,0; 1,307.84; 344.70,2
3c16664467939fe3cb521e0b93a16094ec1d7600bf982e6d0b89d6e859acc6cc,train_01999.png; train_03787.png,0; 1,343.64; 188.63,2
3c79a569c757b76f1aa6b8f6fad3bb7a16714631b7f565271dfa4874bd0566de,train_03627.png; train_04680.png,0; 1,316.27; 85.13,2
3cc1eb9e2c63884f8bf2a4c62ca8c43eacdef101aa3fc6a6f82af66d529b40e1,train_02991.png; train_05417.png,1; 0,31.17; 58.09,2
3ccf9577851897257f6a0795bbfc235c2f786d51f8eff37651561ec3dfb41ef8,train_02986.png; train_04528.png,1; 0,132.47; 281.66,2
3d3296301f1dd52a6da43678e2c737c53944568eedf883d9dc120abe34cd38a3,train_02207.png; train_06928.png,0; 1,284.03; 170.56,2
3d4139b70ba1d2704cb67cca2a69f0743f9ca6d361c5b5171ca9114f8c801295,train_01381.png; train_02287.png,1; 0,76.15; 304.94,2
3d4f6478af8837d28f48a0d1f447ab133af107d27d0ded4003de03f0f462b9e0,train_06562.png; train_07813.png,1; 0,134.51; 177.31,2
3d7742e533e88ff7cd4e798427eb4e5613f7b683c74c55a79b91c6855f6fdc42,train_00525.png; train_07309.png,1; 0,122.48; 209.97,2
3d848616fd411fbef9c33ec21c4021e467561e51dccd1b8e62595ce563c2963c,train_05546.png; train_06405.png,0; 1,351.22; 96.62,2
3dc979d23dcf7cf186c4c3f1a58e5ee048270ca6053e29f1a0d348298a70a65f,train_04035.png; train_05342.png,0; 1,30.17; 259.80,2
3dcd358061a32691c4d97797341a8e3b6c2c7323a3455110cab995ee5ff9c1c4,train_03287.png; train_07652.png,1; 0,159.80; 342.21,2
3debba0a77be8a2d486d5019576d45265b88d97ac785fbf364d3c51fa82d660b,train_01041.png; train_07626.png,1; 0,287.53; 338.24,2
3df0775c7fd7b61c215cbb558af9309fe47226a1cccf0c8ba9f43254c2ce3f29,train_05787.png; train_06209.png,1; 0,151.08; 321.91,2
3e7aa8370ab67bbf1f11061a270f31a71dc5480847bd0d98f1d2503fd983ba6a,train_04903.png; train_06767.png,1; 0,25.88; 329.40,2
3ea1dd3a2a640c78810da039828645ee02eabcc6bcb3c5fb4e9df0e64bff3f5c,train_03832.png; train_03936.png,0; 1,295.86; 27.58,2
3f0cbf2430f8837e48ffbf2304b2a33a447d637f2773c8a063556c4f958a0add,train_01021.png; train_03540.png,0; 1,308.26; 99.35,2
3f168921f7d7a10970e2e89dc62f90d0dabe280976c2207cf9fca447069cde29,train_00368.png; train_03389.png,1; 0,149.79; 247.08,2
3f18a24fbddb406888163c3de93e416f0593b1c40ac4ff84ace9720b4ea716a1,train_03943.png; train_07738.png,1; 0,289.12; 354.07,2
3f1a27929ec7640ef414f198a7351ec0d8b1c70fd9acaf491ab250f199b33155,train_01824.png; train_05571.png,0; 1,348.00; 181.16,2
3f1b1ccbdde392cac1fa4441b1b104fb8d17605fa6baf34c7d183d60994c4c0c,train_02621.png; train_05071.png,0; 1,342.02; 225.59,2
3f28021355839a23ecec7fe3e3af3cc20daf9e1071408f21ddf4e2971d7fbc9b,train_04983.png; train_05012.png,1; 0,161.26; 315.26,2
3f4fda37f198ef30b04fc6946d0f1e1b8289ed9991e0717d44f91e19acbfdf3d,train_04161.png; train_05469.png,1; 0,288.15; 354.57,2
3f6fe464630fafcadfe75f3dbeb13ea36c7a62a5fe9829447a0f41e9d4e107d9,train_01971.png; train_07741.png,1; 0,202.57; 293.18,2
3f75d060e5f1491ddb0b434d98872848b60cdb079152f17ae4471601e2af1381,train_01057.png; train_07600.png,0; 1,323.00; 240.09,2
3fb3621177d659e5cff8234bcc7a7d66219fa97c6f9a67b0c417d2d9ddc7b27e,train_00882.png; train_07502.png,1; 0,257.58; 280.76,2
3fd96dcb53065df6046f4880fef18cea14da88974ec5324f4de2b35ea8573522,train_04039.png; train_06424.png,0; 1,278.64; 88.13,2
3fe8cd08d7d2addd48fd7dd040b3ba63131c32a80222726b6f5292b29679453e,train_00143.png; train_01151.png,1; 0,346.35; 282.02,2
405562d8f59b6c0b6e997a477d522b8c736dae3793770fb28123f66d2cc775bf,train_04858.png; train_05359.png,0; 1,335.04; 337.41,2
4082e6372504fa2b5084b4ad9d0112401f96dcbae34392d4f4793431f74664af,train_02347.png; train_02537.png,1; 0,99.27; 209.29,2
410c44732c9f161b2b9eddea3ed277cbf6b10bf70be57855d566634e9784883b,train_01801.png; train_04560.png,0; 1,339.49; 19.78,2
4116a8765d1183b3d3c7486977e8db636a54179cb44d4ca6b7c0049f64629749,train_02279.png; train_07611.png,0; 1,343.46; 84.85,2
419d18fc985c7446df606bf260b16188f62ba3ec238c44a006a11bdea349faae,train_00329.png; train_02998.png,0; 1,297.02; 53.42,2
419e1b2084990bbed86df6e3eae4f7b0b6c72471ad393e9b379016dacca279fa,train_01234.png; train_02978.png,1; 0,81.88; 300.71,2
4229cc7e81b33fa0c6ecc49c777fe1ebe756b3e8dbedc2d2b10466298e32039d,train_06257.png; train_07555.png,1; 0,310.16; 329.42,2
4256b4f193859eabe626c9f2c0fd7b5706cbf98af6e5c255009af91dbb51e46e,train_01107.png; train_03274.png,1; 0,11.95; 231.41,2
42a0191609d5011c194d535485cc3b104e1b968f315265a160a47a0e381f4ee0,train_02126.png; train_02172.png,0; 1,272.49; 120.64,2
42ebd48dc0c133ccb9a255a362a4433d84619cc86796d27a16ce477ecb95cc64,train_03711.png; train_07507.png,0; 1,336.44; 152.47,2
433cc32d585a2ddd1af7f0ed63a78102289ba6fee9531320387e9c2c209c5e87,train_03268.png; train_05329.png,1; 0,274.06; 342.74,2
43a9df55a87ad1f4f0ebb74d735e467f45b82061db2b7baa516492e6bfd8cd49,train_00771.png; train_06860.png,0; 1,291.65; 86.60,2
43ba990889ce5ea3f0728484cdbe0c149ed8da916869abdda634e3a58e89b240,train_05545.png; train_05753.png,0; 1,350.55; 150.93,2
445f7660bf4dda6f583311a7eef17a52c3a393430c2e75ddbe0adba8dfa296b1,train_01954.png; train_03574.png,0; 1,285.37; 315.47,2
44945b89acba9869ae9de44af1facf89c7803d60e6a4a8fadaff76dd6b7b7562,train_02410.png; train_07623.png,0; 1,272.69; 127.67,2
4495ef1a62f857f174e581d6828bd6b66d9314d3edfafb2aac88612431004acf,train_01241.png; train_04850.png,0; 1,306.55; 91.25,2
44c14c60f9fd89d55034bbeb2739fdfcee81b0048c12cebbebb30b6f7abc98cc,train_00214.png; train_03644.png,1; 0,173.86; 337.85,2
